Economic_Freedom_Indicator,Outcome_Variable,Lag_Years,Correlation,P_Value,Sample_Size,CI_Lower,CI_Upper,Strength,Significance
Property Rights,Foreign_Aid_Given,-19,0.208,0.0389,99,0.011,0.3894,Weak,Significant
Tax Burden,Inflation_Rate,17,0.208,0.0001,359,0.1068,0.305,Weak,Significant
Fiscal Health,Foreign_Aid_Received,-23,0.208,0.1108,60,-0.0485,0.4387,Weak,Not Significant
Financial Freedom,Inflation_Rate,-12,-0.2072,0.0,633,-0.2806,-0.1314,Weak,Significant
Property Rights,Foreign_Aid_Received,-18,-0.207,0.0091,158,-0.3518,-0.0526,Weak,Significant
Overall Score,Foreign_Aid_Given,6,0.207,0.0,553,0.1258,0.2855,Weak,Significant
Investment Freedom,Foreign_Aid_Received,-7,-0.2068,0.0,456,-0.293,-0.1171,Weak,Significant
Labor Freedom,Extreme_Poverty_Share,-15,-0.2067,0.0,402,-0.2985,-0.1111,Weak,Significant
Business Freedom,Foreign_Aid_Received,-1,-0.2065,0.0,835,-0.2706,-0.1407,Weak,Significant
Monetary Freedom,Extreme_Poverty_Share,20,-0.2065,0.0055,179,-0.3428,-0.0617,Weak,Significant
Property Rights,Inflation_Rate,-13,-0.2064,0.0,576,-0.2833,-0.1268,Weak,Significant
Financial Freedom,Extreme_Poverty_Share,10,-0.2063,0.0,702,-0.276,-0.1343,Weak,Significant
Monetary Freedom,Extreme_Poverty_Share,18,-0.2063,0.0007,268,-0.3183,-0.0887,Weak,Significant
Overall Score,Inflation_Rate,-1,-0.2063,0.0,1508,-0.2541,-0.1574,Weak,Significant
Judicial Effectiveness,Inflation_Rate,-7,-0.2061,0.0001,341,-0.3056,-0.1021,Weak,Significant
Financial Freedom,Foreign_Aid_Given,21,0.206,0.0601,84,-0.0088,0.4026,Weak,Not Significant
Judicial Effectiveness,Foreign_Aid_Received,-8,-0.2059,0.0072,169,-0.3461,-0.0567,Weak,Significant
Investment Freedom,Foreign_Aid_Received,-6,-0.2059,0.0,491,-0.2891,-0.1196,Weak,Significant
Labor Freedom,HDI,-7,0.2057,0.0,913,0.1427,0.267,Weak,Significant
Overall Score,Foreign_Aid_Received,1,-0.2056,0.0,830,-0.2699,-0.1395,Weak,Significant
Judicial Effectiveness,Foreign_Aid_Received,2,-0.2053,0.0384,102,-0.3845,-0.0113,Weak,Significant
Fiscal Health,HDI,-9,0.2052,0.0001,342,0.1013,0.3046,Weak,Significant
Fiscal Health,Life_Expectancy,-1,0.2052,0.0,408,0.1103,0.2964,Weak,Significant
Investment Freedom,Inflation_Rate,11,-0.2048,0.0,690,-0.2752,-0.1322,Weak,Significant
Financial Freedom,Extreme_Poverty_Share,18,-0.2048,0.0007,268,-0.3168,-0.0871,Weak,Significant
Monetary Freedom,Inflation_Rate,18,-0.2045,0.0003,310,-0.3089,-0.0953,Weak,Significant
Investment Freedom,Inflation_Rate,7,-0.2045,0.0,941,-0.2649,-0.1424,Weak,Significant
Overall Score,Foreign_Aid_Given,5,0.2044,0.0,582,0.1252,0.281,Weak,Significant
Overall Score,Inflation_Rate,-2,-0.2043,0.0,1385,-0.2542,-0.1532,Weak,Significant
Monetary Freedom,Inflation_Rate,17,-0.2042,0.0001,359,-0.3013,-0.1029,Weak,Significant
Overall Score,Inflation_Rate,-21,-0.2041,0.0071,173,-0.3429,-0.0567,Weak,Significant
Labor Freedom,Unemployment_Rate,-17,0.204,0.0001,372,0.1045,0.2995,Weak,Significant
Fiscal Health,HDI,-17,0.2037,0.0008,267,0.0857,0.316,Weak,Significant
Overall Score,Foreign_Aid_Received,3,-0.2034,0.0,658,-0.2755,-0.129,Weak,Significant
Labor Freedom,HDI,0,0.2034,0.0,1216,0.1489,0.2567,Weak,Significant
Investment Freedom,Inflation_Rate,2,-0.2033,0.0,1391,-0.2531,-0.1523,Weak,Significant
Tax Burden,Inflation_Rate,9,0.2033,0.0,813,0.1365,0.2683,Weak,Significant
Tax Burden,Inflation_Rate,10,0.2029,0.0,751,0.1332,0.2705,Weak,Significant
Overall Score,Gini_Index,23,0.2029,0.0379,105,0.0117,0.3798,Weak,Significant
Property Rights,Foreign_Aid_Received,-3,-0.2028,0.0,665,-0.2746,-0.1288,Weak,Significant
Monetary Freedom,Extreme_Poverty_Share,16,-0.2026,0.0001,368,-0.2987,-0.1025,Weak,Significant
Property Rights,Inflation_Rate,22,-0.2025,0.0199,132,-0.3609,-0.0327,Weak,Significant
Business Freedom,Foreign_Aid_Received,-5,-0.2022,0.0,536,-0.282,-0.1195,Weak,Significant
Fiscal Health,HDI,-24,0.2022,0.112,63,-0.0479,0.4285,Weak,Not Significant
Business Freedom,Foreign_Aid_Received,1,-0.2022,0.0,830,-0.2665,-0.136,Weak,Significant
Business Freedom,Foreign_Aid_Received,-9,-0.2022,0.0001,392,-0.2953,-0.1052,Weak,Significant
Overall Score,Extreme_Poverty_Share,20,-0.2019,0.0067,179,-0.3386,-0.057,Weak,Significant
Financial Freedom,Inflation_Rate,2,-0.2018,0.0,1391,-0.2517,-0.1509,Weak,Significant
Investment Freedom,Inflation_Rate,-24,-0.2018,0.1099,64,-0.4264,0.0464,Weak,Not Significant
Tax Burden,Foreign_Aid_Received,2,-0.2016,0.0,740,-0.2698,-0.1315,Weak,Significant
Labor Freedom,Unemployment_Rate,-9,0.2015,0.0,829,0.1353,0.266,Weak,Significant
Financial Freedom,Gini_Index,-7,-0.2015,0.0,981,-0.2608,-0.1407,Weak,Significant
Labor Freedom,HDI,1,0.2015,0.0,1085,0.1437,0.2579,Weak,Significant
Tax Burden,Inflation_Rate,-20,0.2014,0.0029,217,0.0701,0.3258,Weak,Significant
Fiscal Health,HDI,-18,0.2013,0.0014,250,0.0793,0.3175,Weak,Significant
Labor Freedom,HDI,-6,0.2013,0.0,955,0.1397,0.2614,Weak,Significant
Overall Score,Foreign_Aid_Given,-19,-0.2013,0.0457,99,-0.3835,-0.0041,Weak,Significant
Tax Burden,Unemployment_Rate,-24,-0.2011,0.1,68,-0.4195,0.0392,Weak,Not Significant
Monetary Freedom,Extreme_Poverty_Share,17,-0.2008,0.0003,317,-0.3043,-0.0927,Weak,Significant
Investment Freedom,Inflation_Rate,9,-0.2007,0.0,813,-0.2658,-0.1338,Weak,Significant
Business Freedom,Inflation_Rate,18,-0.2005,0.0004,310,-0.305,-0.0911,Weak,Significant
Investment Freedom,Inflation_Rate,8,-0.2005,0.0,876,-0.2632,-0.1361,Weak,Significant
Overall Score,Inflation_Rate,18,-0.2004,0.0004,310,-0.305,-0.0911,Weak,Significant
Financial Freedom,Unemployment_Rate,22,-0.2003,0.0185,138,-0.3555,-0.0344,Weak,Significant
Monetary Freedom,Unemployment_Rate,-20,-0.1998,0.0026,225,-0.3222,-0.0709,Weak,Significant
Overall Score,Foreign_Aid_Given,4,0.1997,0.0,610,0.1223,0.2747,Weak,Significant
Labor Freedom,HDI,2,0.1996,0.0,969,0.1383,0.2593,Weak,Significant
Investment Freedom,Inflation_Rate,10,-0.1995,0.0,751,-0.2672,-0.1298,Weak,Significant
Monetary Freedom,Foreign_Aid_Received,-22,0.1995,0.078,79,-0.0226,0.4028,Weak,Not Significant
Overall Score,Foreign_Aid_Received,2,-0.1995,0.0,740,-0.2677,-0.1293,Weak,Significant
Financial Freedom,Inflation_Rate,-11,-0.1994,0.0,692,-0.27,-0.1268,Weak,Significant
Financial Freedom,Inflation_Rate,14,-0.1993,0.0,519,-0.2806,-0.1152,Weak,Significant
Property Rights,Inflation_Rate,-12,-0.199,0.0,633,-0.2727,-0.123,Weak,Significant
Business Freedom,Gini_Index,16,-0.1989,0.0,433,-0.2877,-0.1067,Weak,Significant
Government Integrity,Inflation_Rate,-24,-0.1988,0.1153,64,-0.4239,0.0494,Weak,Not Significant
Business Freedom,Foreign_Aid_Received,-4,-0.1987,0.0,595,-0.2747,-0.1202,Weak,Significant
Tax Burden,Inflation_Rate,8,0.1985,0.0,876,0.134,0.2613,Weak,Significant
Fiscal Health,Gini_Index,5,-0.1984,0.139,57,-0.4364,0.0656,Weak,Not Significant
Fiscal Health,Foreign_Aid_Given,0,-0.1982,0.0061,190,-0.3312,-0.0575,Weak,Significant
Labor Freedom,Unemployment_Rate,-10,0.1981,0.0,771,0.1293,0.265,Weak,Significant
Judicial Effectiveness,Foreign_Aid_Received,-23,-0.1979,0.1296,60,-0.4302,0.059,Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,1,-0.1978,0.0,830,-0.2623,-0.1315,Weak,Significant
Financial Freedom,Extreme_Poverty_Share,9,-0.1977,0.0,761,-0.2651,-0.1285,Weak,Significant
Monetary Freedom,Foreign_Aid_Given,-14,-0.1973,0.0024,234,-0.3175,-0.0709,Weak,Significant
Government Integrity,Foreign_Aid_Received,-18,-0.1969,0.0131,158,-0.3425,-0.0421,Weak,Significant
Labor Freedom,HDI,-5,0.1969,0.0,995,0.1364,0.2559,Weak,Significant
Monetary Freedom,Foreign_Aid_Given,6,0.1969,0.0,553,0.1154,0.2758,Weak,Significant
Labor Freedom,HDI,-1,0.1968,0.0,1192,0.1416,0.2508,Weak,Significant
Government Integrity,Foreign_Aid_Received,11,-0.1967,0.0004,324,-0.2993,-0.0897,Weak,Significant
Tax Burden,Inflation_Rate,19,0.1967,0.0014,261,0.0771,0.3107,Weak,Significant
Trade Freedom,Inflation_Rate,9,-0.1966,0.0,813,-0.2618,-0.1296,Weak,Significant
Overall Score,Gini_Index,0,-0.1966,0.0,1709,-0.2417,-0.1505,Weak,Significant
Fiscal Health,HDI,-12,0.1964,0.0004,322,0.089,0.2993,Weak,Significant
Trade Freedom,Foreign_Aid_Given,20,0.1964,0.0397,110,0.0095,0.3701,Weak,Significant
Government Integrity,Foreign_Aid_Given,-18,0.1963,0.0296,123,0.0199,0.3608,Weak,Significant
Investment Freedom,Inflation_Rate,-11,-0.1962,0.0,692,-0.2668,-0.1234,Weak,Significant
Monetary Freedom,Unemployment_Rate,-21,-0.1962,0.0083,180,-0.3329,-0.0514,Weak,Significant
Overall Score,Gini_Index,22,0.196,0.0194,142,0.0323,0.3494,Weak,Significant
Property Rights,Foreign_Aid_Received,-9,-0.1954,0.0001,392,-0.2888,-0.0982,Weak,Significant
Monetary Freedom,Unemployment_Rate,24,-0.1953,0.1161,66,-0.4176,0.0491,Weak,Not Significant
Fiscal Health,Life_Expectancy,5,-0.1951,0.1575,54,-0.4399,0.0767,Weak,Not Significant
Judicial Effectiveness,Foreign_Aid_Received,3,-0.1951,0.0957,74,-0.4056,0.0349,Weak,Not Significant
Business Freedom,Inflation_Rate,2,-0.1948,0.0,1391,-0.2449,-0.1437,Weak,Significant
Labor Freedom,Extreme_Poverty_Share,-14,-0.1948,0.0,454,-0.2818,-0.1047,Weak,Significant
Tax Burden,Inflation_Rate,-21,0.1946,0.0103,173,0.0467,0.3341,Weak,Significant
Government Spending,Inflation_Rate,4,0.1945,0.0,1176,0.1389,0.2489,Weak,Significant
Monetary Freedom,Inflation_Rate,-14,-0.1943,0.0,521,-0.2756,-0.1102,Weak,Significant
Labor Freedom,Life_Expectancy,-24,0.1943,0.1123,68,-0.0462,0.4136,Weak,Not Significant
Financial Freedom,Extreme_Poverty_Share,8,-0.194,0.0,821,-0.2589,-0.1272,Weak,Significant
Overall Score,Foreign_Aid_Received,0,-0.1935,0.0,929,-0.2546,-0.1308,Weak,Significant
Investment Freedom,HDI,20,0.1932,0.0038,223,0.0635,0.3166,Weak,Significant
Business Freedom,Foreign_Aid_Received,20,-0.1931,0.0413,112,-0.3656,-0.0079,Weak,Significant
Investment Freedom,Inflation_Rate,-15,-0.1931,0.0,466,-0.279,-0.1041,Weak,Significant
Property Rights,Unemployment_Rate,-22,0.1929,0.0224,140,0.0279,0.3477,Weak,Significant
Overall Score,Foreign_Aid_Received,-8,-0.1927,0.0001,423,-0.2829,-0.0992,Weak,Significant
Labor Freedom,Unemployment_Rate,-8,0.1923,0.0,878,0.1278,0.2553,Weak,Significant
Investment Freedom,Extreme_Poverty_Share,4,-0.1922,0.0,1089,-0.2488,-0.1343,Weak,Significant
Government Integrity,Inflation_Rate,-20,-0.1921,0.0045,217,-0.3172,-0.0605,Weak,Significant
Labor Freedom,Unemployment_Rate,-16,0.1921,0.0001,425,0.0988,0.2821,Weak,Significant
Government Integrity,Foreign_Aid_Received,7,-0.1919,0.0,448,-0.2796,-0.101,Weak,Significant
Overall Score,Foreign_Aid_Given,3,0.1919,0.0,637,0.1159,0.2656,Weak,Significant
Business Freedom,Inflation_Rate,14,-0.1918,0.0,519,-0.2733,-0.1075,Weak,Significant
Business Freedom,Foreign_Aid_Received,-2,-0.1917,0.0,746,-0.2599,-0.1216,Weak,Significant
Business Freedom,Foreign_Aid_Received,22,-0.1916,0.1094,71,-0.4067,0.0436,Weak,Not Significant
Business Freedom,Foreign_Aid_Received,-3,-0.1915,0.0,665,-0.2637,-0.1172,Weak,Significant
Fiscal Health,HDI,-11,0.1912,0.0005,328,0.0846,0.2934,Weak,Significant
Judicial Effectiveness,Foreign_Aid_Received,0,-0.1911,0.0045,220,-0.3154,-0.0603,Weak,Significant
Judicial Effectiveness,Inflation_Rate,-6,-0.1909,0.0004,342,-0.2911,-0.0866,Weak,Significant
Labor Freedom,Unemployment_Rate,-11,0.1906,0.0,709,0.1186,0.2606,Weak,Significant
Fiscal Health,HDI,-10,0.1905,0.0005,335,0.0851,0.2917,Weak,Significant
Monetary Freedom,Unemployment_Rate,-22,-0.1903,0.0243,140,-0.3453,-0.0252,Weak,Significant
Property Rights,Inflation_Rate,-11,-0.1903,0.0,692,-0.2612,-0.1175,Weak,Significant
Business Freedom,Foreign_Aid_Received,18,-0.19,0.0183,154,-0.338,-0.0328,Weak,Significant
Tax Burden,Inflation_Rate,-19,0.1898,0.002,263,0.0705,0.3038,Weak,Significant
Monetary Freedom,Inflation_Rate,-9,-0.1897,0.0,815,-0.255,-0.1226,Weak,Significant
Trade Freedom,Foreign_Aid_Received,-23,0.1895,0.147,60,-0.0677,0.4231,Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,19,0.1895,0.026,138,0.0231,0.3456,Weak,Significant
Business Freedom,Foreign_Aid_Received,19,-0.1893,0.0291,133,-0.3483,-0.0197,Weak,Significant
Investment Freedom,Gini_Index,-3,-0.1892,0.0,1329,-0.2406,-0.1369,Weak,Significant
Tax Burden,Inflation_Rate,-22,0.1891,0.0287,134,0.0202,0.3475,Weak,Significant
Labor Freedom,HDI,-2,0.1885,0.0,1150,0.1321,0.2436,Weak,Significant
Fiscal Health,Foreign_Aid_Given,-5,-0.1881,0.0098,188,-0.3225,-0.0462,Weak,Significant
Financial Freedom,Foreign_Aid_Given,20,0.1876,0.0497,110,0.0004,0.3621,Weak,Significant
Property Rights,Inflation_Rate,2,-0.1876,0.0,1391,-0.2378,-0.1364,Weak,Significant
Tax Burden,Inflation_Rate,7,0.1875,0.0,941,0.1251,0.2484,Weak,Significant
Financial Freedom,Gini_Index,-6,-0.1875,0.0,1050,-0.2452,-0.1285,Weak,Significant
Monetary Freedom,Gini_Index,-8,-0.1873,0.0,914,-0.2491,-0.124,Weak,Significant
Investment Freedom,Inflation_Rate,-13,-0.1872,0.0,576,-0.2649,-0.1072,Weak,Significant
Government Integrity,Unemployment_Rate,-24,0.1872,0.1264,68,-0.0536,0.4074,Weak,Not Significant
Trade Freedom,Inflation_Rate,2,-0.1867,0.0,1391,-0.2369,-0.1355,Weak,Significant
Fiscal Health,Foreign_Aid_Given,-1,-0.1866,0.0102,189,-0.3207,-0.045,Weak,Significant
Overall Score,Foreign_Aid_Given,2,0.1863,0.0,662,0.1117,0.2588,Weak,Significant
Government Integrity,Foreign_Aid_Received,-16,-0.1863,0.0083,200,-0.3168,-0.0488,Weak,Significant
Tax Burden,Inflation_Rate,-23,0.1862,0.065,99,-0.0117,0.37,Weak,Not Significant
Tax Burden,Unemployment_Rate,21,0.1862,0.0128,178,0.0402,0.3244,Weak,Significant
Business Freedom,Foreign_Aid_Received,17,-0.186,0.0137,175,-0.3254,-0.0387,Weak,Significant
Business Freedom,Foreign_Aid_Given,20,0.1859,0.0519,110,-0.0014,0.3606,Weak,Not Significant
Investment Freedom,Inflation_Rate,-10,-0.1857,0.0,753,-0.2538,-0.1158,Weak,Significant
Investment Freedom,Inflation_Rate,-12,-0.1854,0.0,633,-0.2596,-0.1091,Weak,Significant
Monetary Freedom,Foreign_Aid_Received,22,-0.1854,0.1217,71,-0.4013,0.0501,Weak,Not Significant
Investment Freedom,Foreign_Aid_Received,-5,-0.1852,0.0,536,-0.2657,-0.1021,Weak,Significant
Tax Burden,Inflation_Rate,11,0.185,0.0,690,0.1119,0.2561,Weak,Significant
Judicial Effectiveness,Foreign_Aid_Given,-18,0.1849,0.0655,100,-0.012,0.368,Weak,Not Significant
Business Freedom,Foreign_Aid_Given,15,0.1848,0.0025,265,0.0657,0.2986,Weak,Significant
Government Spending,Inflation_Rate,21,0.1847,0.0156,171,0.0356,0.3257,Weak,Significant
Property Rights,Inflation_Rate,20,-0.1847,0.0066,215,-0.3109,-0.0522,Weak,Significant
Business Freedom,Gini_Index,24,-0.1845,0.1321,68,-0.4051,0.0564,Weak,Not Significant
Property Rights,Inflation_Rate,-16,-0.1844,0.0002,413,-0.276,-0.0895,Weak,Significant
Property Rights,Foreign_Aid_Received,-2,-0.184,0.0,746,-0.2525,-0.1137,Weak,Significant
Property Rights,Foreign_Aid_Received,-10,-0.1839,0.0004,361,-0.2818,-0.0822,Weak,Significant
Investment Freedom,Inflation_Rate,-14,-0.1838,0.0,521,-0.2655,-0.0995,Weak,Significant
Investment Freedom,Inflation_Rate,19,-0.1838,0.0029,261,-0.2986,-0.0638,Weak,Significant
Labor Freedom,HDI,-4,0.1837,0.0,1045,0.1244,0.2416,Weak,Significant
Judicial Effectiveness,Inflation_Rate,-5,-0.1833,0.0006,351,-0.2825,-0.0801,Weak,Significant
Fiscal Health,Inflation_Rate,-1,-0.1832,0.0002,400,-0.2763,-0.0867,Weak,Significant
Tax Burden,Extreme_Poverty_Share,-2,0.1831,0.0,1308,0.1302,0.235,Weak,Significant
Fiscal Health,Inflation_Rate,2,0.183,0.007,216,0.0507,0.309,Weak,Significant
Financial Freedom,Inflation_Rate,-10,-0.1829,0.0,753,-0.2511,-0.1129,Weak,Significant
Property Rights,Inflation_Rate,-10,-0.1827,0.0,753,-0.2508,-0.1127,Weak,Significant
Monetary Freedom,Unemployment_Rate,23,-0.1826,0.0663,102,-0.3641,0.0123,Weak,Not Significant
Labor Freedom,HDI,-3,0.1826,0.0,1097,0.1247,0.2392,Weak,Significant
Labor Freedom,Extreme_Poverty_Share,-13,-0.1826,0.0,507,-0.2655,-0.0971,Weak,Significant
Overall Score,Inflation_Rate,-4,-0.1824,0.0,1174,-0.2371,-0.1265,Weak,Significant
Labor Freedom,Life_Expectancy,-20,0.1823,0.0061,225,0.0528,0.3058,Weak,Significant
Overall Score,Foreign_Aid_Received,5,-0.1822,0.0,528,-0.2634,-0.0984,Weak,Significant
Investment Freedom,Foreign_Aid_Received,23,-0.1821,0.1918,53,-0.4312,0.0927,Weak,Not Significant
Government Spending,Inflation_Rate,5,0.1821,0.0,1085,0.1239,0.239,Weak,Significant
Labor Freedom,Foreign_Aid_Given,-17,-0.1821,0.0258,150,-0.3326,-0.0225,Weak,Significant
Government Integrity,Foreign_Aid_Received,10,-0.1815,0.0006,353,-0.2805,-0.0786,Weak,Significant
Labor Freedom,Unemployment_Rate,-15,0.1815,0.0001,479,0.0935,0.2668,Weak,Significant
Trade Freedom,Foreign_Aid_Received,12,0.1814,0.0017,297,0.069,0.2892,Weak,Significant
Monetary Freedom,Foreign_Aid_Received,21,-0.1813,0.0854,91,-0.3733,0.0256,Weak,Not Significant
Property Rights,Inflation_Rate,-17,-0.181,0.0006,361,-0.279,-0.0792,Weak,Significant
Financial Freedom,Foreign_Aid_Received,19,-0.1809,0.0371,133,-0.3407,-0.011,Weak,Significant
Business Freedom,Gini_Index,23,-0.1806,0.0652,105,-0.3598,0.0115,Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,-16,-0.1803,0.0163,177,-0.3193,-0.0337,Weak,Significant
Fiscal Health,Foreign_Aid_Given,-4,-0.1801,0.0131,189,-0.3147,-0.0384,Weak,Significant
Financial Freedom,Inflation_Rate,15,-0.18,0.0001,464,-0.2666,-0.0904,Weak,Significant
Tax Burden,Unemployment_Rate,-23,-0.1797,0.068,104,-0.3598,0.0134,Weak,Not Significant
Investment Freedom,Extreme_Poverty_Share,22,-0.1795,0.071,102,-0.3614,0.0155,Weak,Not Significant
Business Freedom,Inflation_Rate,19,-0.1794,0.0036,261,-0.2944,-0.0593,Weak,Significant
Monetary Freedom,Foreign_Aid_Given,5,0.1793,0.0,582,0.0995,0.2569,Weak,Significant
Business Freedom,Foreign_Aid_Received,3,-0.1793,0.0,658,-0.2522,-0.1043,Weak,Significant
Business Freedom,Foreign_Aid_Received,21,-0.1793,0.089,91,-0.3715,0.0277,Weak,Not Significant
Overall Score,Gini_Index,21,0.1792,0.0152,183,0.035,0.316,Weak,Significant
Monetary Freedom,Inflation_Rate,-15,-0.1792,0.0001,466,-0.2657,-0.0898,Weak,Significant
Financial Freedom,Extreme_Poverty_Share,5,-0.1791,0.0,1011,-0.2382,-0.1188,Weak,Significant
Overall Score,Inflation_Rate,-16,-0.1791,0.0003,413,-0.2709,-0.084,Weak,Significant
Investment Freedom,Foreign_Aid_Received,22,-0.1791,0.1351,71,-0.3958,0.0566,Weak,Not Significant
Fiscal Health,Foreign_Aid_Received,-22,0.179,0.1145,79,-0.0439,0.3849,Weak,Not Significant
Tax Burden,Inflation_Rate,16,0.179,0.0003,411,0.0837,0.271,Weak,Significant
Fiscal Health,HDI,-19,0.179,0.0071,225,0.0493,0.3027,Weak,Significant
Government Spending,Unemployment_Rate,-20,-0.1789,0.0071,225,-0.3026,-0.0492,Weak,Significant
Trade Freedom,Foreign_Aid_Given,15,0.1787,0.0035,265,0.0594,0.2929,Weak,Significant
Overall Score,Inflation_Rate,-12,-0.1786,0.0,633,-0.253,-0.102,Weak,Significant
Overall Score,Foreign_Aid_Given,1,0.1783,0.0,686,0.1048,0.2498,Weak,Significant
Investment Freedom,Life_Expectancy,21,0.1782,0.0173,178,0.0319,0.3169,Weak,Significant
Monetary Freedom,Unemployment_Rate,-19,-0.1781,0.0032,272,-0.2909,-0.0604,Weak,Significant
Monetary Freedom,Unemployment_Rate,22,-0.178,0.0367,138,-0.3352,-0.0112,Weak,Significant
Labor Freedom,Unemployment_Rate,-12,0.1779,0.0,649,0.1023,0.2514,Weak,Significant
Government Integrity,Foreign_Aid_Received,-8,-0.1777,0.0002,423,-0.2685,-0.0838,Weak,Significant
Investment Freedom,Extreme_Poverty_Share,19,-0.1776,0.008,222,-0.3022,-0.047,Weak,Significant
Property Rights,Foreign_Aid_Received,22,-0.1776,0.1385,71,-0.3945,0.0582,Weak,Not Significant
Financial Freedom,Gini_Index,-5,-0.1774,0.0,1130,-0.2333,-0.1203,Weak,Significant
Investment Freedom,Foreign_Aid_Given,21,-0.1772,0.1068,84,-0.3773,0.0386,Weak,Not Significant
Government Integrity,Inflation_Rate,-16,-0.1771,0.0003,413,-0.269,-0.082,Weak,Significant
Overall Score,Inflation_Rate,-11,-0.1768,0.0,692,-0.248,-0.1036,Weak,Significant
Business Freedom,Foreign_Aid_Received,-10,-0.1768,0.0007,361,-0.275,-0.0749,Weak,Significant
Trade Freedom,Foreign_Aid_Received,11,0.1766,0.0014,324,0.0689,0.2801,Weak,Significant
Monetary Freedom,Unemployment_Rate,21,-0.1765,0.0185,178,-0.3154,-0.0302,Weak,Significant
Overall Score,Inflation_Rate,-5,-0.1762,0.0,1085,-0.2333,-0.1179,Weak,Significant
Tax Burden,Extreme_Poverty_Share,4,0.1761,0.0,1089,0.1179,0.2331,Weak,Significant
Investment Freedom,Foreign_Aid_Received,16,-0.1761,0.0131,198,-0.308,-0.0376,Weak,Significant
Labor Freedom,Unemployment_Rate,-7,0.1757,0.0,922,0.1124,0.2376,Weak,Significant
Overall Score,Inflation_Rate,22,-0.1757,0.0439,132,-0.3365,-0.005,Weak,Significant
Monetary Freedom,Life_Expectancy,-22,0.1753,0.0382,140,0.0097,0.3316,Weak,Significant
Financial Freedom,Unemployment_Rate,21,-0.1752,0.0193,178,-0.3142,-0.0288,Weak,Significant
Investment Freedom,Inflation_Rate,-9,-0.1743,0.0,815,-0.2401,-0.1069,Weak,Significant
Property Rights,Foreign_Aid_Received,14,-0.1743,0.0061,246,-0.293,-0.0504,Weak,Significant
Business Freedom,Inflation_Rate,20,-0.1742,0.0105,215,-0.301,-0.0413,Weak,Significant
Government Spending,Inflation_Rate,-24,0.1741,0.1688,64,-0.0749,0.4027,Weak,Not Significant
Investment Freedom,Inflation_Rate,-8,-0.1739,0.0,878,-0.2373,-0.1089,Weak,Significant
Overall Score,Inflation_Rate,-13,-0.1738,0.0,576,-0.252,-0.0935,Weak,Significant
Investment Freedom,Foreign_Aid_Given,13,0.1738,0.0015,330,0.0671,0.2766,Weak,Significant
Fiscal Health,Life_Expectancy,-4,0.1738,0.0007,375,0.0738,0.2703,Weak,Significant
Government Spending,Unemployment_Rate,-2,-0.1735,0.0,1419,-0.2235,-0.1225,Weak,Significant
Business Freedom,Foreign_Aid_Received,2,-0.1733,0.0,740,-0.2424,-0.1025,Weak,Significant
Overall Score,Foreign_Aid_Received,14,-0.1732,0.0065,246,-0.292,-0.0492,Weak,Significant
Monetary Freedom,Foreign_Aid_Received,16,-0.1728,0.0149,198,-0.3049,-0.0341,Weak,Significant
Business Freedom,Foreign_Aid_Given,16,0.1728,0.0083,232,0.045,0.295,Weak,Significant
Investment Freedom,Foreign_Aid_Given,-18,-0.1728,0.056,123,-0.3394,0.0044,Weak,Not Significant
Investment Freedom,Inflation_Rate,-7,-0.1728,0.0,943,-0.2341,-0.1102,Weak,Significant
Overall Score,Inflation_Rate,-7,-0.1727,0.0,943,-0.2339,-0.11,Weak,Significant
Business Freedom,Unemployment_Rate,-22,0.1726,0.0414,140,0.0069,0.3291,Weak,Significant
Tax Burden,Inflation_Rate,-18,0.1725,0.0022,312,0.0626,0.2782,Weak,Significant
Judicial Effectiveness,Unemployment_Rate,5,0.1724,0.2126,54,-0.1,0.4207,Weak,Not Significant
Business Freedom,Foreign_Aid_Given,19,0.1724,0.0431,138,0.0055,0.33,Weak,Significant
